Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV02259,C00524,"P00148,P00370,P00315",28/08/2024,TKO
INV02260,C01199,"P00505,P00336,P00317,P00154",25/03/2025,CYB
INV02261,C00838,"P00034,P00224,P00172,P00164",23/03/2024,CYB
INV02262,C01515,"P00021,P00181,P00439,P00059",25/01/2024,TKO
INV02263,C00683,"P00505,P00336,P00317",01/11/2025,TKO
INV02264,C01707,"P00523,P00197,P00497,P00505,P00285",13/09/2025,CYB
INV02265,C00559,"P00505,P00336,P00317,P00342,P00255",03/10/2025,MK
INV02266,C01211,"P00499,P00236,P00195",25/07/2024,MK
INV02267,C01198,"P00286,P00434",17/05/2025,ST
INV02268,C00048,"P00221,P00262",09/06/2025,ST
INV02269,C00886,"P00435,P00337,P00245,P00547,P00060",31/07/2024,TKO
INV02270,C00630,"P00557,P00167,P00460,P00303,P00463",29/06/2025,TKO
INV02271,C00017,P00114,29/09/2024,MK
INV02272,C00033,"P00357,P00050,P00099,P00175",27/03/2024,CYB
INV02273,C01489,"P00426,P00098,P00011,P00188",27/03/2025,TKO
INV02274,C01675,"P00154,P00539,P00142,P00384,P00557",31/01/2024,ST
INV02275,C00624,"P00505,P00336,P00317,P00060,P00355",17/06/2024,CYB
INV02276,C01672,"P00021,P00181,P00439,P00326",21/01/2024,TKO
INV02277,C01522,"P00505,P00336,P00317,P00471",31/03/2024,CYB
INV02278,C00145,"P00121,P00289",24/01/2024,CYB
INV02279,C01214,P00436,23/08/2024,MK
INV02280,C00785,"P00104,P00069,P00281",02/12/2025,ST
INV02281,C01204,P00366,04/09/2025,ST
INV02282,C01318,"P00051,P00063,P00555,P00419",07/09/2025,ST
INV02283,C00975,"P00458,P00107,P00059",15/12/2025,ST
INV02284,C00012,"P00524,P00060,P00183,P00239",02/07/2024,TKO
INV02285,C00169,"P00512,P00448,P00103",12/02/2025,MK
INV02286,C00048,"P00486,P00164",12/11/2025,ST
INV02287,C01319,P00193,21/04/2025,MK
INV02288,C00883,"P00505,P00336,P00317,P00277",23/05/2024,TKO
INV02289,C00982,P00440,29/08/2024,MK
INV02290,C00910,"P00135,P00350,P00522",17/09/2024,CYB
INV02291,C01213,P00022,14/03/2024,MK
INV02292,C01283,"P00135,P00165",08/07/2024,CYB
INV02293,C00871,"P00505,P00336,P00317",05/05/2024,TKO
INV02294,C00614,"P00021,P00181,P00439,P00040",11/08/2024,TKO
INV02295,C01783,"P00102,P00448,P00378,P00009,P00085",03/06/2025,TKO
INV02296,C01564,"P00021,P00181,P00439,P00535",22/05/2025,ST
INV02297,C01711,"P00021,P00181,P00439,P00223,P00540",02/09/2025,TKO
INV02298,C01784,"P00228,P00534,P00123",30/12/2025,MK
INV02299,C00063,"P00218,P00347,P00056,P00146,P00402",19/04/2025,ST
INV02300,C01766,"P00505,P00336,P00317",06/10/2024,TKO
INV02301,C01598,"P00449,P00324,P00357,P00344",12/07/2024,CYB
INV02302,C00665,P00189,02/09/2025,MK
INV02303,C00176,"P00505,P00336,P00317,P00489",06/12/2024,ST
INV02304,C01025,"P00505,P00336,P00317,P00227,P00541",03/04/2024,TKO
INV02305,C01055,"P00021,P00181,P00439",18/03/2025,MK
INV02306,C01693,"P00505,P00336,P00317,P00543",10/04/2024,ST
INV02307,C00213,"P00505,P00336,P00317",24/02/2024,MK
INV02308,C00352,"P00021,P00181,P00439,P00377,P00197",13/08/2025,TKO
INV02309,C01768,P00301,04/03/2025,CYB
INV02310,C01816,"P00188,P00245,P00286,P00307,P00212",14/09/2024,ST
INV02311,C00242,P00168,30/09/2025,CYB
INV02312,C00437,P00208,07/10/2025,ST
INV02313,C01449,"P00412,P00154,P00272,P00303",07/01/2024,ST
INV02314,C00098,"P00004,P00026",03/10/2025,ST
INV02315,C01432,"P00165,P00528",31/08/2024,TKO
INV02316,C01252,"P00139,P00477,P00468,P00213,P00425",09/05/2024,MK
INV02317,C00707,"P00021,P00181,P00439,P00392",08/11/2025,ST
INV02318,C00460,P00539,29/05/2024,MK
INV02319,C00555,"P00021,P00181,P00439,P00389",04/06/2025,TKO
INV02320,C01044,"P00108,P00296",20/04/2025,ST
INV02321,C01408,"P00211,P00352,P00435",31/03/2024,TKO
INV02322,C00390,P00439,26/07/2025,CYB
INV02323,C01247,"P00085,P00233,P00433",17/03/2024,ST
INV02324,C00609,P00376,06/03/2025,MK
INV02325,C00907,"P00505,P00336,P00317",16/08/2024,ST
INV02326,C00644,"P00505,P00336,P00317,P00561",22/09/2024,CYB
INV02327,C01560,"P00360,P00157",15/04/2024,ST
INV02328,C00958,"P00278,P00441,P00222,P00232",09/03/2025,ST
INV02329,C00097,"P00046,P00500",01/08/2024,MK
INV02330,C01789,"P00124,P00076,P00283",06/09/2025,CYB
INV02331,C00028,"P00398,P00104,P00257,P00255,P00445",03/03/2024,TKO
INV02332,C01287,P00026,01/12/2024,ST
INV02333,C01219,"P00355,P00032,P00097",16/05/2024,CYB
INV02334,C01731,"P00118,P00322",22/01/2025,TKO
INV02335,C00599,"P00021,P00181,P00439",06/08/2024,ST
INV02336,C00709,"P00499,P00230,P00109,P00416,P00012",16/11/2025,CYB
INV02337,C00128,"P00377,P00324",26/04/2025,TKO
INV02338,C00217,"P00272,P00149",01/05/2025,TKO
INV02339,C00105,"P00145,P00125,P00519,P00140,P00070",12/09/2024,TKO
INV02340,C01831,"P00021,P00181,P00439,P00241,P00050",05/03/2024,MK
INV02341,C00701,"P00505,P00336,P00317",24/04/2025,TKO
INV02342,C01612,P00253,17/12/2024,TKO
INV02343,C01033,"P00505,P00336,P00317,P00104",29/04/2024,MK
INV02344,C00189,"P00021,P00181,P00439,P00458,P00444",22/06/2025,TKO
INV02345,C01555,"P00505,P00336,P00317,P00168",09/06/2025,CYB
INV02346,C01653,"P00373,P00457,P00147,P00336",05/07/2025,TKO
INV02347,C01292,"P00161,P00524,P00397,P00507",12/11/2024,MK
INV02348,C00866,"P00021,P00181,P00439,P00146",10/01/2024,CYB
INV02349,C00296,"P00114,P00463,P00016,P00312",08/10/2024,TKO
INV02350,C01108,"P00423,P00149,P00053,P00358,P00099",18/10/2024,CYB
INV02351,C00597,"P00115,P00300,P00400",20/07/2025,MK
INV02352,C00741,P00349,13/11/2025,TKO
INV02353,C01234,"P00142,P00357,P00024",03/01/2024,TKO
INV02354,C00535,P00187,19/10/2024,TKO
INV02355,C01419,"P00294,P00552",08/03/2024,MK
INV02356,C01229,"P00418,P00151",24/10/2024,ST
INV02357,C01670,"P00469,P00020,P00280,P00406,P00455",12/10/2025,TKO
INV02358,C00963,P00291,09/04/2024,CYB
INV02359,C01446,"P00369,P00137",22/05/2024,CYB
INV02360,C01297,"P00021,P00181,P00439,P00219",22/10/2025,MK
INV02361,C01439,"P00537,P00088",01/08/2024,CYB
INV02362,C00353,"P00505,P00336,P00317",27/10/2025,CYB
INV02363,C01341,"P00367,P00107,P00166,P00336",29/04/2025,MK
INV02364,C00157,"P00505,P00336,P00317,P00039",04/12/2025,TKO
INV02365,C00734,"P00160,P00312,P00067,P00407,P00052",30/11/2025,ST
INV02366,C01069,"P00399,P00572,P00134,P00520,P00091",31/01/2024,TKO
INV02367,C01691,"P00495,P00163,P00170,P00387",30/08/2024,MK
INV02368,C00563,"P00505,P00336,P00317",25/02/2025,ST
INV02369,C00580,"P00183,P00194,P00102",27/03/2025,TKO
INV02370,C00003,"P00456,P00163,P00337",05/10/2024,MK
INV02371,C00713,"P00505,P00336,P00317,P00020",07/11/2024,MK
INV02372,C01483,"P00073,P00469,P00528",25/07/2025,TKO
INV02373,C00413,"P00026,P00191,P00329,P00422",06/12/2025,TKO
INV02374,C00208,"P00532,P00460,P00250,P00510,P00273",18/05/2025,TKO
INV02375,C01450,"P00021,P00181,P00439",11/03/2024,TKO
INV02376,C01622,"P00505,P00336,P00317",25/06/2024,MK
INV02377,C00346,"P00447,P00312",03/07/2024,CYB
INV02378,C01340,"P00479,P00340,P00562",14/01/2025,CYB
INV02379,C01618,"P00021,P00181,P00439,P00441,P00052",19/06/2024,MK
INV02380,C00070,"P00321,P00354,P00248",12/08/2024,ST
INV02381,C01391,"P00198,P00439",28/06/2024,ST
INV02382,C00457,P00533,09/10/2025,TKO
INV02383,C00202,P00208,23/03/2024,MK
INV02384,C00378,"P00403,P00121,P00289,P00198,P00173",11/05/2025,ST
INV02385,C01684,"P00021,P00181,P00439",10/09/2024,CYB
INV02386,C00682,"P00021,P00181,P00439,P00066,P00065",24/08/2025,TKO
INV02387,C01194,"P00505,P00336,P00317",15/10/2025,ST
INV02388,C01301,P00313,15/06/2024,TKO
INV02389,C00058,"P00021,P00181,P00439,P00186",03/09/2025,ST
INV02390,C01562,"P00354,P00455,P00042,P00420,P00412",01/05/2025,ST
INV02391,C00042,P00151,17/12/2024,TKO
INV02392,C01580,"P00351,P00226,P00076,P00380,P00474",31/01/2024,ST
INV02393,C01175,"P00191,P00331,P00077,P00551",18/02/2025,ST
INV02394,C01758,"P00261,P00093,P00434,P00437",23/06/2024,TKO
INV02395,C00115,"P00505,P00336,P00317,P00116,P00270",09/02/2025,MK
INV02396,C01346,"P00492,P00536,P00137",15/05/2024,MK
INV02397,C01000,"P00404,P00379,P00492,P00288,P00416",17/04/2024,TKO
INV02398,C01067,"P00505,P00336,P00317",13/10/2025,MK
INV02399,C00117,P00133,28/08/2024,MK
INV02400,C00412,"P00274,P00449,P00135,P00533",26/09/2024,CYB
INV02401,C01400,"P00191,P00211,P00384,P00210,P00312",20/04/2025,ST
INV02402,C01222,"P00086,P00107",11/08/2025,ST
INV02403,C01347,"P00505,P00336,P00317",18/11/2024,TKO
INV02404,C01392,"P00068,P00229,P00481",12/10/2024,TKO
INV02405,C01484,"P00030,P00094",07/02/2025,ST
INV02406,C00929,"P00021,P00181,P00439,P00400,P00345",04/05/2024,TKO
INV02407,C00026,"P00566,P00054,P00311,P00328,P00127",22/06/2024,MK
INV02408,C00361,"P00544,P00351",06/01/2024,ST
INV02409,C00938,"P00021,P00181,P00439",29/08/2024,TKO
INV02410,C00080,"P00488,P00003,P00555,P00528,P00026",21/12/2024,CYB
INV02411,C00731,"P00482,P00023",30/09/2025,MK
INV02412,C01740,"P00237,P00101,P00195,P00481",18/02/2025,TKO
INV02413,C00775,"P00239,P00509,P00118",27/07/2024,TKO
INV02414,C01694,"P00211,P00383",13/02/2025,MK
INV02415,C01357,"P00505,P00336,P00317",08/01/2024,MK
INV02416,C00391,"P00179,P00050",16/07/2025,CYB
INV02417,C00231,"P00505,P00336,P00317,P00363",27/01/2025,TKO
INV02418,C01206,"P00111,P00332,P00410",09/02/2024,TKO
INV02419,C01482,"P00505,P00336,P00317",01/07/2025,CYB
INV02420,C00362,"P00021,P00181,P00439,P00010,P00349",18/02/2025,TKO
INV02421,C00517,"P00258,P00416,P00400",15/10/2025,TKO
INV02422,C01527,"P00264,P00364,P00255,P00344,P00357",06/10/2024,CYB
INV02423,C00149,"P00430,P00376,P00477,P00051,P00197",28/02/2024,CYB
INV02424,C01070,"P00338,P00025,P00500,P00168",22/07/2024,TKO
INV02425,C01150,"P00061,P00382",15/04/2025,CYB
INV02426,C00157,"P00167,P00514,P00203,P00430,P00014",01/07/2025,ST
INV02427,C00884,"P00186,P00347,P00241",28/07/2025,TKO
INV02428,C00888,P00561,07/11/2024,TKO
INV02429,C01709,"P00505,P00336,P00317,P00427",24/09/2025,TKO
INV02430,C00087,"P00514,P00018,P00289",13/10/2024,ST
INV02431,C00196,"P00040,P00517,P00465,P00364,P00442",26/02/2025,ST
INV02432,C00979,"P00505,P00336,P00317,P00564,P00486",23/06/2025,MK
INV02433,C00760,"P00462,P00173,P00069,P00414",28/12/2025,TKO
INV02434,C00168,"P00021,P00181,P00439,P00537,P00035",20/01/2024,CYB
INV02435,C01276,"P00572,P00193,P00144,P00566,P00053",30/01/2025,ST
INV02436,C01607,"P00430,P00265,P00343",21/01/2024,TKO
INV02437,C01826,"P00021,P00181,P00439,P00261,P00434",21/10/2025,MK
INV02438,C01762,"P00090,P00261,P00504,P00167",18/11/2024,TKO
INV02439,C00705,"P00519,P00416",20/08/2025,MK
INV02440,C00411,"P00558,P00351,P00440,P00297,P00080",17/02/2024,ST
INV02441,C00177,"P00293,P00030",19/06/2024,TKO
INV02442,C01077,"P00100,P00258,P00432",26/12/2025,TKO
INV02443,C00729,"P00546,P00228,P00329",08/02/2024,TKO
INV02444,C00680,"P00505,P00336,P00317,P00017,P00401",24/01/2025,ST
INV02445,C01050,"P00352,P00185,P00330",16/09/2024,CYB
INV02446,C00662,"P00047,P00531,P00174,P00110",09/10/2025,TKO
INV02447,C01313,"P00310,P00155,P00173",09/08/2025,CYB
INV02448,C00869,"P00091,P00403",22/03/2025,ST
INV02449,C01562,"P00497,P00496,P00341,P00200",07/03/2024,ST
INV02450,C00332,"P00505,P00336,P00317,P00513",16/12/2025,ST
INV02451,C01645,"P00021,P00181,P00439",05/11/2025,CYB
INV02452,C00281,"P00250,P00098,P00533,P00059",19/05/2024,TKO
INV02453,C00101,"P00547,P00025,P00331",05/04/2025,TKO
INV02454,C01683,P00349,28/09/2025,CYB
INV02455,C00224,"P00505,P00336,P00317,P00385",12/07/2024,TKO
INV02456,C01188,"P00021,P00181,P00439,P00083",16/08/2025,CYB
INV02457,C00801,P00344,20/05/2025,MK
INV02458,C00787,"P00021,P00181,P00439,P00101",13/02/2024,MK
INV02459,C01185,"P00036,P00303,P00131,P00026,P00216",13/08/2024,TKO
INV02460,C01342,"P00402,P00067,P00319",14/10/2024,CYB
INV02461,C00070,"P00021,P00181,P00439,P00551,P00322",11/03/2024,ST
INV02462,C01783,"P00563,P00190,P00069,P00309",01/07/2025,TKO
INV02463,C01364,"P00037,P00104",05/06/2024,ST
INV02464,C00816,"P00269,P00122,P00551,P00476,P00508",14/03/2024,CYB
INV02465,C01567,P00433,12/11/2025,ST
INV02466,C00771,"P00505,P00336,P00317",27/07/2025,ST
INV02467,C00249,"P00419,P00496,P00462",15/07/2025,MK
INV02468,C01007,"P00492,P00030,P00029,P00189,P00428",07/09/2025,TKO
INV02469,C00672,P00367,08/01/2024,ST
INV02470,C00855,"P00505,P00336,P00317,P00037,P00542",08/04/2025,TKO
INV02471,C00345,"P00395,P00382",22/11/2024,ST
INV02472,C01312,P00191,20/01/2025,TKO
INV02473,C00203,"P00021,P00181,P00439,P00281",01/08/2024,TKO
INV02474,C01608,P00071,18/07/2025,MK
INV02475,C01139,"P00505,P00336,P00317,P00532,P00466",25/10/2025,MK
INV02476,C00608,"P00505,P00336,P00317",17/12/2024,CYB
INV02477,C00202,"P00431,P00402",09/03/2024,MK
INV02478,C01537,"P00017,P00395,P00571,P00002,P00365",01/02/2024,ST
INV02479,C01035,"P00299,P00291",10/07/2025,TKO
INV02480,C00734,"P00021,P00181,P00439,P00548",09/09/2024,TKO
INV02481,C00247,"P00075,P00161,P00017,P00005",29/04/2025,MK
INV02482,C00242,"P00505,P00336,P00317,P00224",08/02/2025,CYB
INV02483,C00237,"P00278,P00038,P00050,P00559,P00401",17/09/2024,ST
INV02484,C01507,"P00531,P00544",24/08/2025,MK
INV02485,C00575,"P00320,P00073",20/05/2025,ST
INV02486,C00455,"P00505,P00336,P00317,P00453",31/10/2025,CYB
INV02487,C00909,"P00258,P00169,P00349,P00035,P00470",08/01/2025,CYB
INV02488,C00558,"P00434,P00308,P00252",30/05/2025,CYB
INV02489,C01524,"P00324,P00205,P00275,P00375",21/06/2025,TKO
INV02490,C01244,P00087,14/10/2025,TKO
INV02491,C00699,"P00505,P00336,P00317,P00448,P00445",13/03/2025,TKO
INV02492,C00728,"P00072,P00117,P00423,P00160,P00025",20/04/2025,TKO
INV02493,C00944,"P00072,P00486,P00090,P00416,P00173",12/08/2024,ST
INV02494,C00686,P00541,14/09/2025,MK
INV02495,C00984,"P00505,P00336,P00317,P00015,P00392",27/11/2024,MK
INV02496,C00520,"P00043,P00329",16/09/2025,CYB
INV02497,C00937,"P00126,P00012,P00263,P00058",29/05/2024,TKO
INV02498,C00063,"P00021,P00181,P00439",23/05/2024,MK
INV02499,C00493,"P00476,P00104,P00134,P00336,P00210",16/01/2025,CYB
INV02500,C00249,"P00505,P00336,P00317,P00452,P00123",21/11/2025,ST
INV02501,C00934,"P00516,P00308",11/07/2024,CYB
INV02502,C00815,"P00268,P00453,P00451,P00276",20/12/2024,CYB
INV02503,C00427,"P00570,P00220,P00541",07/12/2025,MK
INV02504,C00382,"P00542,P00119,P00293,P00440",05/12/2024,CYB
INV02505,C00813,"P00505,P00336,P00317,P00216,P00338",08/02/2025,CYB
INV02506,C00350,"P00505,P00336,P00317",09/06/2025,CYB
INV02507,C00723,"P00268,P00249,P00552,P00020,P00166",01/09/2025,TKO
INV02508,C00286,"P00011,P00288,P00281,P00224",23/07/2024,ST
INV02509,C00654,"P00231,P00519,P00155,P00479",25/05/2024,MK
INV02510,C01213,"P00021,P00181,P00439,P00104",17/12/2025,ST
INV02511,C00849,"P00021,P00181,P00439,P00335",23/06/2024,TKO
INV02512,C00742,"P00215,P00351",07/12/2024,ST
INV02513,C01586,"P00021,P00181,P00439,P00106",10/07/2025,CYB
INV02514,C01365,"P00023,P00094,P00570,P00064",21/03/2025,CYB
INV02515,C00319,"P00021,P00181,P00439",02/02/2025,TKO
INV02516,C01070,"P00006,P00185,P00299,P00111",01/02/2024,CYB
INV02517,C00948,"P00202,P00519,P00274,P00286",19/11/2025,ST
INV02518,C01730,"P00021,P00181,P00439",16/09/2024,TKO
INV02519,C00881,"P00229,P00398,P00323,P00250,P00127",12/02/2024,TKO
INV02520,C00437,"P00109,P00290",18/06/2025,MK
INV02521,C00209,P00285,22/08/2025,MK
INV02522,C00775,P00094,14/09/2024,TKO
INV02523,C01839,"P00314,P00230",17/07/2024,TKO
INV02524,C01662,"P00021,P00181,P00439,P00251",31/05/2024,TKO
INV02525,C00854,"P00021,P00181,P00439,P00036",24/04/2025,MK
INV02526,C00664,"P00209,P00055,P00455,P00386,P00441",28/03/2025,ST
INV02527,C01083,"P00535,P00149,P00369",01/01/2024,TKO
INV02528,C00695,"P00292,P00186,P00070,P00274,P00350",15/05/2025,TKO
INV02529,C00293,"P00021,P00181,P00439,P00360,P00380",21/03/2024,TKO
INV02530,C01038,P00266,16/02/2025,TKO
INV02531,C00708,"P00021,P00181,P00439,P00336",08/07/2025,ST
INV02532,C00901,"P00355,P00114,P00176",03/05/2025,CYB
INV02533,C00318,"P00021,P00181,P00439,P00097,P00270",23/12/2025,MK
INV02534,C00710,"P00381,P00514",25/01/2024,CYB
INV02535,C01802,P00574,18/02/2024,ST
INV02536,C00867,"P00021,P00181,P00439,P00421,P00400",17/02/2025,TKO
INV02537,C01781,"P00021,P00181,P00439,P00123",19/04/2024,TKO
INV02538,C01260,P00093,11/10/2025,TKO
INV02539,C01001,P00172,27/06/2025,ST
INV02540,C01321,"P00520,P00277,P00360,P00471,P00265",13/02/2024,MK
INV02541,C01293,P00411,01/09/2024,CYB
INV02542,C00076,"P00505,P00336,P00317",04/07/2024,MK
INV02543,C00609,"P00505,P00336,P00317,P00154,P00105",06/05/2025,TKO
INV02544,C00955,"P00306,P00243,P00426,P00162,P00453",28/01/2024,MK
INV02545,C01519,"P00505,P00336,P00317,P00172",10/07/2024,CYB
INV02546,C00545,"P00374,P00187",29/08/2025,ST
INV02547,C00501,"P00021,P00181,P00439",06/03/2024,CYB
INV02548,C01267,"P00200,P00070",12/10/2025,CYB
INV02549,C01303,"P00531,P00091,P00162",31/03/2024,CYB
INV02550,C00654,"P00021,P00181,P00439,P00066",27/02/2024,CYB
INV02551,C01462,"P00549,P00255,P00037,P00275",27/12/2024,TKO
INV02552,C01385,"P00211,P00064,P00537,P00129,P00454",03/08/2024,MK
INV02553,C01804,P00282,25/01/2024,TKO
INV02554,C00030,P00503,27/05/2025,ST
INV02555,C01575,"P00106,P00347,P00100,P00024",04/09/2024,CYB
INV02556,C00266,P00237,01/12/2025,MK
INV02557,C01239,"P00113,P00067,P00526,P00449",01/09/2025,TKO
INV02558,C01628,"P00304,P00420",31/03/2024,TKO
INV02559,C00185,"P00508,P00150",25/04/2024,CYB
INV02560,C00136,"P00509,P00397,P00260,P00071",22/08/2024,MK
INV02561,C01629,"P00494,P00077",03/10/2025,CYB
INV02562,C00474,"P00500,P00092,P00278,P00254",18/09/2024,ST
INV02563,C00872,"P00440,P00403,P00038",14/07/2025,TKO
INV02564,C00105,"P00021,P00181,P00439",11/04/2025,CYB
INV02565,C00511,"P00448,P00565",17/07/2025,CYB
INV02566,C01131,"P00505,P00336,P00317,P00447,P00091",30/12/2025,MK
INV02567,C01167,P00162,29/10/2024,TKO
INV02568,C00029,"P00505,P00336,P00317,P00543,P00528",06/05/2025,MK
INV02569,C00131,"P00102,P00557,P00379,P00223",27/08/2024,MK
INV02570,C01679,"P00532,P00151,P00126,P00019,P00288",30/04/2025,MK
INV02571,C01828,P00542,17/12/2025,MK
INV02572,C01466,"P00021,P00181,P00439,P00508",09/10/2025,TKO
INV02573,C01099,P00571,09/12/2024,TKO
INV02574,C00759,"P00021,P00181,P00439",27/05/2025,ST
INV02575,C01064,"P00505,P00336,P00317,P00574,P00516",17/07/2025,ST
INV02576,C00476,"P00505,P00336,P00317",14/09/2025,ST
INV02577,C01701,"P00507,P00212",09/12/2024,MK
INV02578,C00281,"P00209,P00015,P00123",07/01/2025,MK
INV02579,C00503,"P00505,P00336,P00317",12/12/2024,TKO
INV02580,C00546,P00324,02/12/2025,CYB
INV02581,C00037,"P00505,P00336,P00317",13/08/2025,CYB
INV02582,C00075,"P00505,P00336,P00317,P00520",27/09/2024,CYB
INV02583,C00426,"P00505,P00336,P00317",30/06/2024,CYB
INV02584,C01664,P00263,11/08/2024,ST
INV02585,C00067,"P00505,P00336,P00317,P00495",24/04/2025,CYB
INV02586,C01507,P00313,25/05/2025,ST
INV02587,C00957,"P00505,P00336,P00317,P00304",19/06/2025,MK
INV02588,C00405,"P00154,P00559",07/01/2025,ST
INV02589,C00247,"P00326,P00159,P00552,P00356",09/05/2024,TKO
INV02590,C00423,"P00505,P00336,P00317,P00202",18/10/2024,TKO
INV02591,C00181,"P00021,P00181,P00439,P00341",27/01/2024,MK
INV02592,C00318,"P00021,P00181,P00439",12/03/2024,MK
INV02593,C01415,"P00304,P00313,P00198,P00123,P00028",13/03/2025,CYB
INV02594,C01048,"P00505,P00336,P00317",23/10/2025,CYB
INV02595,C00753,"P00400,P00405",17/11/2024,ST
INV02596,C00268,"P00529,P00362,P00462",24/07/2025,TKO
INV02597,C00525,"P00281,P00490",05/04/2024,ST
INV02598,C00716,"P00367,P00458,P00101,P00189,P00294",16/12/2024,MK
INV02599,C01378,"P00065,P00248,P00017,P00137",30/08/2024,CYB
INV02600,C00036,"P00258,P00154,P00364,P00499,P00071",18/05/2025,ST
INV02601,C00979,"P00210,P00345,P00176",20/04/2024,CYB
INV02602,C00709,"P00146,P00550,P00300,P00546,P00342",24/06/2024,MK
INV02603,C00267,"P00505,P00336,P00317",16/08/2025,ST
INV02604,C00339,"P00110,P00559,P00085,P00397,P00164",05/04/2024,CYB
INV02605,C00281,"P00021,P00181,P00439",21/04/2024,TKO
INV02606,C00205,"P00565,P00188",11/01/2024,TKO
INV02607,C01751,"P00482,P00256",23/07/2024,TKO
INV02608,C01259,"P00521,P00422,P00161",27/03/2024,TKO
INV02609,C00039,"P00104,P00024,P00472,P00166",18/03/2024,TKO
INV02610,C00027,"P00530,P00304,P00267",05/11/2025,TKO
INV02611,C00727,"P00505,P00336,P00317",06/10/2024,MK
INV02612,C00216,P00087,29/10/2024,MK
INV02613,C00275,"P00151,P00018,P00422,P00327,P00307",23/04/2024,CYB
INV02614,C00792,"P00276,P00298,P00302,P00117",26/02/2025,MK
INV02615,C01766,"P00387,P00091",23/11/2024,CYB
INV02616,C00163,"P00384,P00454,P00182",17/09/2025,CYB
INV02617,C00564,"P00175,P00262,P00287,P00043,P00491",22/10/2025,ST
INV02618,C01455,"P00021,P00181,P00439",22/12/2025,CYB
INV02619,C01051,"P00021,P00181,P00439,P00042,P00341",04/10/2025,TKO
INV02620,C01422,"P00505,P00336,P00317,P00246",17/12/2025,ST
INV02621,C01145,P00108,01/08/2024,TKO
INV02622,C00039,"P00021,P00181,P00439,P00036,P00258",30/05/2024,MK
INV02623,C01372,"P00505,P00336,P00317",15/05/2024,TKO
INV02624,C01084,"P00480,P00098",26/07/2024,TKO
INV02625,C00525,"P00505,P00336,P00317",02/03/2025,CYB
INV02626,C01271,"P00505,P00336,P00317,P00089,P00147",27/08/2024,MK
INV02627,C00105,"P00021,P00181,P00439,P00310",08/06/2025,CYB
INV02628,C00606,"P00033,P00443",05/12/2024,ST
INV02629,C01094,"P00167,P00354",05/08/2025,TKO
INV02630,C00800,"P00416,P00289,P00321,P00344",10/05/2024,MK
INV02631,C01062,"P00505,P00336,P00317,P00299,P00164",22/08/2025,ST
INV02632,C00592,"P00297,P00521,P00529",03/06/2025,TKO
INV02633,C00384,"P00564,P00455",08/06/2025,TKO
INV02634,C00179,"P00065,P00394,P00457,P00334,P00381",13/06/2024,ST
INV02635,C00989,"P00021,P00181,P00439,P00150",19/06/2025,CYB
INV02636,C00974,"P00129,P00474,P00556,P00457,P00329",10/12/2025,CYB
INV02637,C00326,"P00021,P00181,P00439,P00303",20/07/2025,TKO
INV02638,C01834,"P00021,P00181,P00439,P00387,P00016",25/05/2024,TKO
INV02639,C01473,"P00021,P00181,P00439",15/05/2025,ST
INV02640,C00525,"P00555,P00259,P00469,P00014",02/01/2024,ST
INV02641,C00102,"P00021,P00181,P00439,P00564",12/02/2025,CYB
INV02642,C00241,"P00358,P00389,P00430,P00179,P00480",30/11/2024,TKO
INV02643,C00011,P00375,04/04/2024,ST
INV02644,C00631,P00474,26/02/2024,MK
INV02645,C00126,"P00468,P00491",23/09/2025,TKO
INV02646,C00519,"P00505,P00336,P00317",25/01/2025,TKO
INV02647,C00208,"P00362,P00110,P00163,P00204",03/09/2024,ST
INV02648,C00445,"P00335,P00249",13/02/2024,CYB
INV02649,C01673,"P00002,P00397,P00330,P00439,P00168",01/03/2025,MK
INV02650,C01785,"P00514,P00312",24/07/2025,TKO
INV02651,C01621,"P00505,P00336,P00317,P00489,P00128",06/04/2024,MK
INV02652,C01771,"P00021,P00181,P00439",30/03/2024,CYB
INV02653,C00936,"P00505,P00336,P00317,P00570,P00290",15/04/2024,TKO
INV02654,C00733,"P00513,P00434",12/01/2024,MK
INV02655,C00037,"P00038,P00474",12/05/2024,MK
INV02656,C00089,"P00505,P00336,P00317,P00145,P00204",20/07/2025,CYB
INV02657,C01826,P00382,30/11/2024,MK
INV02658,C00199,"P00021,P00181,P00439,P00354,P00025",18/03/2024,TKO
INV02659,C01329,"P00505,P00336,P00317,P00214,P00206",31/08/2025,TKO
INV02660,C01022,P00378,23/05/2025,ST
INV02661,C01838,"P00347,P00127,P00566,P00005,P00167",21/03/2025,TKO
INV02662,C00818,"P00505,P00336,P00317",05/10/2024,ST
INV02663,C01712,"P00505,P00336,P00317,P00335",19/03/2024,MK
INV02664,C01212,"P00574,P00428,P00308,P00339,P00420",01/02/2024,TKO
INV02665,C00697,"P00021,P00181,P00439,P00486",23/06/2024,TKO
INV02666,C01260,"P00505,P00336,P00317",17/08/2024,TKO
INV02667,C00142,P00503,02/08/2024,MK
INV02668,C00997,"P00518,P00150",07/04/2025,TKO
INV02669,C00351,P00222,22/08/2024,MK
INV02670,C01685,"P00505,P00336,P00317,P00079",25/12/2024,MK
INV02671,C00878,"P00021,P00181,P00439,P00528",11/05/2024,TKO
INV02672,C01052,"P00307,P00247,P00328,P00561",31/07/2025,CYB
INV02673,C00488,"P00214,P00374,P00096,P00442,P00194",18/06/2025,TKO
